Library service,Library name,In use 2010,In use 2016,Type of library,Type of closed library,Closed,New building,Replace existing,Notes,Weekly hours open,Weekly hours staffed
Hartlepool,Foggy Furze,yes,no,,XL,2011,,,,,
Hartlepool,Hartlepool Central Library,yes,yes,LAL,,,,,,,
Hartlepool,Headland Library,yes,yes,LAL,,,,,,,
Hartlepool,Owton Manor Library,yes,yes,LAL,,,,,,,
Hartlepool,Seaton Carew Library,yes,yes,LAL,,,,,,,
Hartlepool,Throston Grange Library,yes,yes,LAL,,,,,,,
Hartlepool,West View,yes,no,,XL,2011,,,,,
Havering,Collier Row Library,yes,yes,LAL,,,,,,24.0,24.0
Havering,Elm Park Library,yes,yes,LAL,,,,,,24.0,24.0
Havering,Gidea Park Library,yes,yes,LAL,,,,,,24.0,24.0
Havering,Harold Hill Library,yes,yes,LAL,,,,,New library to open September 2016,50.0,50.0
Havering,Harold Wood Library,yes,yes,LAL,,,,,,24.0,24.0
Havering,Hornchurch Library,yes,yes,LAL,,,,,,50.0,50.0
Havering,Rainham Library,yes,no,,XLR,Jul-14,,,Replaced by the new Rainham library,50.0,50.0
Havering,Rainham Library,no,yes,LAL,,,Aug-14,Yes,Replaced the old Rainham library,50.0,50.0
Havering,Romford Central Library,yes,yes,LAL,,,,,Major refurbishment completed July 2010,50.0,50.0
Havering,South Hornchurch Library,yes,yes,LAL,,,,,,24.0,24.0
Havering,Upminster Library,yes,yes,LAL,,,,,,50.0,50.0
Herefordshire,Belmont ,yes,yes,LAL,,,,,Currently providing additional hours to mitigate against the temporary closure of the main library in Hereford,38.0,38.0
Herefordshire,Bromyard ,yes,yes,LAL,,,,,,24.0,24.0
Herefordshire,Colwall ,yes,yes,LAL,,,,,,13.5,13.5
Herefordshire,Hereford ,yes,yes,LAL,XLT,,,,Temporarily closed due to discovery of asbestos prior to building works. Work in progress to enable re-opening in January 2017. Temporary library facility in Hereford Town Hall,38.0,38.0
Herefordshire,Kington,yes,yes,LAL,,,,,,18.0,18.0
Herefordshire,Ledbury ,no,yes,LAL,,,2015,Yes,"Yes, replaced old Ledbury library in Barrett Browning Institute",32.5,32.5
Herefordshire,Ledbury,yes,no,,XLR,,,,Replaced by Ledbury library,,
Herefordshire,Leintwardine ,yes,yes,CRL,,,,,,0.0,0.0
Herefordshire,Leominster ,yes,yes,LAL,,,,,,35.5,35.5
Herefordshire,Peterchurch ,yes,yes,CRL,,,,,,0.0,0.0
Herefordshire,Ross-on-Wye ,yes,yes,LAL,,,,,,35.5,35.5
Herefordshire,Weobley ,yes,yes,CRL,,,,,,0.0,0.0
Hertfordshire,Abbots Langley,Yes,Yes,LAL,,,,,Closure for refurbishment September-October 2016,30.5,30.5
Hertfordshire,Adeyfield (Hemel Hempstead),Yes,Yes,LAL,,,,,Scheduled to become CRL,20.0,20.0
Hertfordshire,Baldock,Yes,Yes,LAL,,,,,,33.0,33.0
Hertfordshire,Berkhamsted,Yes,Yes,LAL,,,,,New library due to open February 2017,37.0,37.0
Hertfordshire,Bishops Stortford,Yes,Yes,LAL,,,,,,52.0,52.0
Hertfordshire,Borehamwood,No,Yes,LAL,,,2013,Yes ,Replaced old Borehamwood Library in Elstree Way,48.0,48.0
Hertfordshire,Borehamwood,Yes,No,,XLR,2013,,,Relocated to new Library in Shenley Road,,
Hertfordshire,Bovingdon,Yes,Yes,LAL,,,,,Scheduled to become CRL+,30.0,30.0
Hertfordshire,Brookmans Park,Yes,Yes,LAL,,,,,Scheduled to become CRL,20.0,20.0
Hertfordshire,Buntingford,Yes,Yes,LAL,,,,,,30.0,30.0
Hertfordshire,Bushey,Yes,Yes,LAL,,,,,Refurbished in 2011,33.0,33.0
Hertfordshire,Central Resources Library,Yes,No,,XLR,2012,,,Closed in 2012. Services and staff relocated between the refurbished and extended Welwyn Garden City Central Library and the new Welwyn Garden City (Performing Arts) Library,,
Hertfordshire,Cheshunt,Yes,Yes,LAL,,,,,,37.0,37.0
Hertfordshire,Chorleywood,Yes,Yes,CRL+,,,,,,18.0,18.0
Hertfordshire,Croxley Green,Yes,Yes,LAL,,,,,Hours to extend due to Open+ pilot from Sep 2016,33.0,33.0
Hertfordshire,Cuffley,Yes,Yes,LAL,,,,,Scheduled to become CRL,20.0,20.0
Hertfordshire,Goffs Oak,Yes,Yes,LAL,,,,,Scheduled to become CRL+,30.0,30.0
Hertfordshire,Harpenden,Yes,No,,XLR,2013,,,Relocated to new Harpenden library on the High Street,,
Hertfordshire,Harpenden,No,Yes,LAL,,,2013,Yes ,Replaced old Harpenen library in Vaughan Road,49.0,49.0
Hertfordshire,Hatfield,Yes,Yes,LAL,,,,,,37.0,37.0
Hertfordshire,Hemel Hempstead,Yes,Yes,LAL,,,,,Currently in temporary accommodation. New Library due to open Jan 2017,53.5,53.5
Hertfordshire,Hertford,Yes,no,,XLR,2012,,,Relocated to new Hertford library in Dolphin Yard,,
Hertfordshire,Hertford,No,Yes,LAL,,,2012,Yes ,Replaced old Hertford library in Old Cross,37.0,37.0
Hertfordshire,Hertfordshire Archives and Local Studies,Yes,Yes,LAL,,,,,,46.5,46.5
Hertfordshire,Hitchin,Yes,Yes,LAL,,,,,Refurbishment planned Autumn 2016 - will require temporary closure,37.0,37.0
Hertfordshire,Hoddesdon,Yes,Yes,LAL,,,,,,52.5,52.5
Hertfordshire,Kings Langley,Yes,Yes,LAL,,,,,Scheduled to become CRL+,30.0,30.0
Hertfordshire,Knebworth,Yes,Yes,LAL,,,,,Scheduled to become CRL,20.0,20.0
Hertfordshire,Letchworth,Yes,Yes,LAL,,,,,,37.0,37.0
Hertfordshire,Leverstock Green (Hemel Hempstead),Yes,Yes,LAL,,,,,Scheduled to become CRL,20.0,20.0
Hertfordshire,London Colney,Yes,Yes,LAL,,,,,Scheduled to become CRL+,20.0,20.0
Hertfordshire,Marshalswick (St Albans),Yes,Yes,LAL,,,,,,33.0,33.0
Hertfordshire,North Watford,Yes,Yes,LAL,,,,,,37.0,37.0
Hertfordshire,Oakmere Library (Potters Bar),Yes,Yes,LAL,,,,,,33.0,33.0
Hertfordshire,Oxhey Library (South Oxhey),Yes,Yes,LAL,,,,,,33.0,33.0
Hertfordshire,Radlett,Yes,Yes,LAL,,,,,,34.0,34.0
Hertfordshire,Redbourn,Yes,Yes,CRL,,,,,Relocation planned but no date yet for implementation,0.0,0.0
Hertfordshire,Rickmansworth,Yes,Yes,LAL,,,,,,37.0,37.0
Hertfordshire,Royston,Yes,Yes,LAL,,,,,Refurbished in 2014,40.0,40.0
Hertfordshire,St Albans,Yes,Yes,LAL,,,,,Refurbishment planned Winter/Spring 2017 will require temporary closure,52.0,52.0
Hertfordshire,Sawbridgeworth,Yes,Yes,LAL,,,,,Relocation planned but no date yet for implementation. Scheduled to become CRL+,30.0,30.0
Hertfordshire,Stevenage (Central),Yes,Yes,LAL,,,,,,52.0,52.0
Hertfordshire,Stevenage (Old Town),Yes,Yes,LAL,,,,,Scheduled to become CRL,20.0,20.0
Hertfordshire,Tring,Yes,Yes,LAL,,,,,,33.5,33.5
Hertfordshire,Waltham Cross,Yes,Yes,LAL,,,,,,29.5,29.5
Hertfordshire,Ware,Yes,Yes,LAL,,,,,,33.0,33.0
Hertfordshire,Watford Central,Yes,Yes,LAL,,,,,Phased refurbishment in progress - due to complete Sep 2016,55.0,55.0
Hertfordshire,Welwyn,Yes,Yes,LAL,,,,,Scheduled to become CRL,20.0,20.0
Hertfordshire,Welwyn Garden City (Central),Yes,Yes,LAL,,,,,Extensively refurbished and extended in 2012to accommodate some of the servies of the Central Resources Library  ,61.0,61.0
Hertfordshire,Welwyn Garden City (Performing Arts Library),No,Yes,LAL,,,2012,Yes ,New facility ro accommodate some of the services of the Central Resouces Library,50.0,50.0
Hertfordshire,Wheathamstead,Yes,Yes,LAL,,,,,Relocation planned but no date yet for implementation. Scheduled to become CRL,20.0,20.0
Hertfordshire,Woodhall,Yes,Yes,LAL,,,,,Scheduled to become CRL+,30.0,30.0
Hillingdon,Botwell Green Library,yes,yes,LAL,,,2010,Yes,Hayes Library closed; Botwell Green library replaced it.,62.0,62.0
Hillingdon,Charville Library,yes,yes,LAL,,,,,,49.5,49.5
Hillingdon,Eastcote Library,yes,yes,LAL,,,,,"Library refurbished, reopened July 2011",50.0,50.0
Hillingdon,Harefield Library,yes,yes,LAL,,,,,,54.0,54.0
Hillingdon,Harlington Library,yes,yes,LAL,,,,,"Library refurbished, reopened October 2013",50.5,50.5
Hillingdon,Hayes Library,yes,no,,XLR,2010,,,Replaced by Botwell Green library at Botwell Green Sports and Leisure Centre,,
Hillingdon,Hayes End Library,yes,yes,LAL,,,,,"Library refurbished, reopened April 2013",49.5,49.5
Hillingdon,Ickenham Library,yes,yes,LAL,,,,,,50.0,50.0
Hillingdon,Manor Farm Library,yes,yes,LAL,,,,,,60.5,60.5
Hillingdon,Northwood Hills Library,yes,yes,LAL,,,,,"Library refurbished, reopened July 2011",52.5,52.5
Hillingdon,Northwood Library,yes,yes,LAL,,,,,,53.0,53.0
Hillingdon,Oak Farm Library,yes,yes,LAL,,,,,"Library refurbished, reopened October 2013",52.5,52.5
Hillingdon,Ruislip Manor Library,yes,yes,LAL,,,,,,64.5,64.5
Hillingdon,South Ruislip Library,yes,yes,LAL,,,2012,Yes,Old building knocked down and new build on same site; reopened September 2012,60.5,60.5
Hillingdon,Uxbridge Library,yes,yes,LAL,,,,,"Library refurbished, reopened April 2014",72.0,72.0
Hillingdon,West Drayton Library,yes,yes,LAL,,,,,,53.0,53.0
Hillingdon,Yeading Library,yes,yes,LAL,,,,,"Library refurbished, reopened December 2013",54.0,54.0
Hillingdon,Yiewsley Library,yes,yes,LAL,,,,,,51.5,51.5
Hounslow,Beavers Library,yes,yes,CL,,,,,,28.0,28.0
Hounslow,Bedfont Library,yes,yes,CL,,,,,,36.0,36.0
Hounslow,Brentford Library ,yes,yes,CL,,,,,,39.0,39.0
Hounslow,Chiswick Library,yes,yes,CL,,,,,,56.0,56.0
Hounslow,Cranford Library,yes,yes,CL,,,,,,37.0,37.0
Hounslow,Feltham Library,yes,yes,CL,,,,,,56.0,56.0
Hounslow,Hanworth Library,yes,yes,CL,,,,,,39.0,39.0
Hounslow,Heston Library,yes,yes,CL,,,,,,56.0,56.0
Hounslow,Hounslow Library,yes,yes,CL,,,,,,61.0,61.0
Hounslow,Isleworth Library,yes,yes,CL,,,,,,39.0,39.0
Hounslow,Osterley Library,yes,yes,CL,,,,,,39.0,39.0
Isle of Wight,Bembridge community library,yes,no,CRL,,,,,,0.0,0.0
Isle of Wight,Brighstone community library,yes,no,CRL,,,2012,Yes,,0.0,0.0
Isle of Wight,Cowes,yes,yes,LAL,,,,,,24.5,24.5
Isle of Wight,East Cowes community library,yes,no,CRL,,,,,,0.0,0.0
Isle of Wight,Freshwater,yes,yes,LAL,,,,,,24.5,24.5
Isle of Wight,Lord Louis,yes,yes,LAL,,,,,,50.0,50.0
Isle of Wight,Niton - Edward Edwards community library,yes,no,CRL,,,2013,Yes,,0.0,0.0
Isle of Wight,Ryde,yes,yes,LAL,,,,,,42.0,42.0
Isle of Wight,Sandown,yes,yes,LAL,,,,,,27.5,27.5
Isle of Wight,Shanklin community library,yes,no,CRL,,,,,,0.0,0.0
Isle of Wight,Ventnor,yes,yes,LAL,,,,,,24.0,24.0
Islington,Archway Library,yes,yes,LAL,,,,,,36.0,36.0
Islington,Finsbury Library,yes,yes,LAL,,,,,"Library refurbished to incorporate area housing office. New library layout, shelving, furniture and study spaces - 2015",54.0,54.0
Islington,Islington Central Library,yes,yes,LAL,,,,,Children's library refurbished with new shelving and furniture - 2013,58.0,58.0
Islington,John Barnes Library,yes,yes,LAL,,,,,Current building is a temporary library whilst the new replacement library is built on the existing library site - due to open Spring 2017.,28.5,28.5
Islington,Lewis Carroll Children's Library,yes,yes,LAL,,,,,,27.5,27.5
Islington,Mildmay Library,yes,yes,LAL,,,,,,30.5,30.5
Islington,N4 Library,yes,yes,LAL,,,,,,47.0,47.0
Islington,North Library,yes,yes,LAL,,,,,Refurbishment works to lending library and library hall funded by Big Lottery Community Libraries grant - 2011,30.5,30.5
Islington,South Library,yes,yes,LAL,,,,,Adult and Children's libraries - new shelving and furniture plus self-service installation - 2014,36.0,36.0
Islington,West Library,yes,yes,LAL,,,,,Refurbishment works to lending library and library hall and installation of lift funded by Big Lottery Community Libraries grant - 2011,36.0,36.0
Kensington and Chelsea,Brompton Library,yes,yes,LAL,,,,,,54.0,54.0
Kensington and Chelsea,Chelsea Library,yes,yes,LAL,,,,,,58.0,58.0
Kensington and Chelsea,Kensal Library,yes,yes,LAL,,,,,,29.0,29.0
Kensington and Chelsea,Kensington Central Library,yes,yes,LAL,,,,,,54.0,54.0
Kensington and Chelsea,North Kensington Library,yes,yes,LAL,,,,,,54.0,54.0
Kensington and Chelsea,Notting Hill Gate Library,yes,yes,LAL,,,,,,29.5,29.5
Kent,Allington Library,yes,yes,LAL,,,,,,40.0,40.0
Kent,Ash Library,yes,yes,LAL,,,,,,8.0,8.0
Kent,Ashen Drive Library,yes,yes,LAL,,,,,,20.0,20.0
Kent,Ashford Library,yes,no,,XLR,2011,,,New library which is now included in Ashford Gateway Plus was rebuilt on the same site - reopened in 2011                                ,,
Kent,Ashford Library,no,yes,LAL,,,2011,Yes,Replaced old Ashford library building,55.0,55.0
Kent,Aylesham Library,yes,yes,LAL,,,,,,30.0,30.0
Kent,Bearsted Library,yes,yes,LAL,,,,,,20.0,20.0
Kent,Birchington Library,yes,yes,LAL,,,,,,40.0,40.0
Kent,Bockhanger Library,yes,yes,LAL,,,,,,13.0,13.0
Kent,Borough Green Library,yes,yes,LAL,,,,,,40.0,40.0
Kent,Boughton-under-Blean Library,yes,yes,LAL,,,,,,10.0,10.0
Kent,Broadstairs Library,yes,yes,LAL,,,,,Significant refurbishment reopened in 2012,55.0,55.0
Kent,Canterbury Library,yes,yes,LAL,,,,,Significant refurbishment reopened in 2012,55.0,55.0
Kent,Charing Library,yes,yes,LAL,,,,,,18.0,18.0
Kent,Cheriton Library,yes,yes,LAL,,,,,,45.0,45.0
Kent,Cliftonville Library,yes,yes,LAL,,,,,,40.0,40.0
Kent,Coldharbour Library,yes,yes,LAL,,,,,,55.0,55.0
Kent,Coxheath Library,yes,yes,LAL,,,,,,40.0,40.0
Kent,Cranbrook Library,yes,yes,LAL,,,,,Significant refurbishment reopened in 2010,42.5,42.5
Kent,Dartford Library,yes,yes,LAL,,,,,"Currently in temporary premises. Due to reopen at original site - Central Park, Market Street, Dartford DA1 1EU at the end of 2016",57.5,57.5
Kent,Dashwood Library,yes,yes,LAL,,,,,,19.0,19.0
Kent,Deal Library,yes,yes,LAL,,,,,Significant refurbishment in 2011,59.0,59.0
Kent,Dover Library,yes,yes,LAL,,,,,,55.0,55.0
Kent,East Peckham Library,yes,yes,LAL,,,,,,17.5,17.5
Kent,Edenbridge,yes,no,,XLR,2012,,,Moved into shared premises at the Eden Centre 2013,,
Kent,Edenbridge Library,no,yes,LAL,,,2012,Yes,Replaced old Edenbridge library building,48.0,48.0
Kent,Faversham Library,yes,yes,LAL,,,,,,53.0,53.0
Kent,Fleetdown Library,yes,yes,LAL,,,,,,32.0,32.0
Kent,Folkestone Library,yes,yes,LAL,,,,,Significant refurbishment in 2010,61.0,61.0
Kent,Gravesend Library,yes,yes,LAL,,,,,Moved back into refurbished premises in 2011,53.0,53.0
Kent,Greenhithe Library,yes,yes,LAL,,,,,,12.0,12.0
Kent,Hadlow Library,yes,yes,LAL,,,,,,16.0,16.0
Kent,Hartley Library,yes,yes,LAL,,,,,,28.0,28.0
Kent,Hawkhurst Library,yes,yes,LAL,,,,,,23.0,23.0
Kent,Headcorn Library,yes,yes,LAL,,,,,,18.0,18.0
Kent,Herne Bay Library,yes,yes,LAL,,,,,,53.0,53.0
Kent,Higham Library,yes,yes,LAL,,,,,,23.0,23.0
Kent,Hildenborough Library,yes,yes,LAL,,,,,,23.0,23.0
Kent,"Hive House Library, Northfleet",yes,yes,LAL,,,,,,17.0,17.0
Kent,Hythe Library,yes,yes,LAL,,,,,,53.0,53.0
Kent,Kemsing Library,yes,yes,LAL,,,,,,32.0,32.0
Kent,"Kent History and Library Centre, Maidstone",no,yes,LAL,,,2012,Yes,Replaced Maidstone library and St Faiths Maidstone,55.0,55.0
Kent,King's Farm Library,yes,yes,LAL,,,,,,36.0,36.0
Kent,Larkfield Library,yes,yes,LAL,,,,,,42.0,42.0
Kent,Lenham Library,yes,yes,LAL,,,,,,18.0,18.0
Kent,Longfield Library,yes,yes,LAL,,,,,,22.0,22.0
Kent,Lydd Library,yes,yes,LAL,,,,,,27.0,27.0
Kent,Lyminge Library,yes,yes,LAL,,,,,,22.0,22.0
Kent,Madginford Library,yes,yes,LAL,,,,,,40.0,40.0
Kent,Maidstone library,yes,no,,XLR,2012,,,Replaced by Kent History and Library centre in 2012,,
Kent,Marden Library,yes,yes,LAL,,,,,,18.0,18.0
Kent,Margate Library,yes,yes,LAL,,,,,,55.0,55.0
Kent,Marling Cross Library,yes,yes,LAL,,,,,,18.0,18.0
Kent,Meopham Library,yes,yes,LAL,,,,,,40.0,40.0
Kent,Minster-in-Sheppey Library,yes,yes,LAL,,,,,Significant refurbishment in 2013,40.0,40.0
Kent,Minster-in-Thanet Library,yes,yes,LAL,,,,,,33.0,33.0
Kent,New Ash Green Library,yes,yes,LAL,,,,,,40.5,40.5
Kent,New Romney Library,yes,yes,LAL,,,,,,45.0,45.0
Kent,Newington Library,yes,yes,LAL,,,,,,40.0,40.0
Kent,Otford Library,yes,yes,LAL,,,,,,24.0,24.0
Kent,Paddock Wood Library,yes,yes,LAL,,,,,,40.0,40.0
Kent,Pembury Library,yes,yes,LAL,,,,,,40.0,40.0
Kent,Queenborough Library,yes,yes,LAL,,,,,,19.0,19.0
Kent,Ramsgate Library,yes,yes,LAL,,,,,,53.0,53.0
Kent,Riverhead Library,yes,yes,LAL,,,,,,25.0,25.0
Kent,Riverview Park Library,yes,yes,LAL,,,,,,40.0,40.0
Kent,Rusthall Library,yes,yes,LAL,,,,,,26.0,26.0
Kent,"St Faiths, Maidstone",yes,no,,XLR,2012,,,Relocated into new History and Library Centre,,
Kent,St. Margaret's-at-Cliffe Library,yes,yes,LAL,,,,,,12.0,12.0
Kent,Sandgate Library,yes,yes,CRL,,,,,,0.0,0.0
Kent,Sandwich Library,yes,yes,LAL,,,,,,40.0,40.0
Kent,Seal Library,yes,yes,LAL,,,,,,16.5,16.5
Kent,Sevenoaks Library,yes,yes,LAL,,,,,,55.0,55.0
Kent,Sheerness Library,yes,no,,XLR,2012,,,Moved into Sheerness Gateway in 2012,,
Kent,Sheerness Library,no,yes,LAL,,,2012,Yes,Replaced old Sheerness Library on Russell Street,53.0,53.0
Kent,Shepway Library,yes,yes,LAL,,,,,Significant refurbishment in 2013,23.0,23.0
Kent,Sherwood Library,yes,yes,LAL,,,,,,28.0,28.0
Kent,Showfields Library,yes,yes,LAL,,,,,,28.0,28.0
Kent,Sittingbourne Library,yes,yes,LAL,,,,,Significant refurbishment in 2015,55.0,55.0
Kent,Snodland Library,yes,yes,LAL,,,,,Refurbishment at Snodland agreed but not yet implemented,40.0,40.0
Kent,Southborough Library,yes,yes,LAL,,,,,,42.5,42.5
Kent,Stanhope Library,yes,no,,XLR,2010,,,Once rebuilt moved back into shared premises with Moat Housing in 2010,,
Kent,Stanhope Library,no,yes,LAL,,,2010,Yes,Replaced old Stanhope library building,24.0,24.0
Kent,Staplehurst Library,yes,yes,LAL,,,,,,42.0,42.0
Kent,Sturry Library,yes,yes,LAL,,,,,,40.0,40.0
Kent,Summerhouse Drive Library,yes,yes,LAL,,,,,,26.0,26.0
Kent,Sutton-at-Hone Library,yes,yes,LAL,,,,,,24.0,24.0
Kent,Swalecliffe Library,yes,yes,LAL,,,,,,40.0,40.0
Kent,Swan Valley Library,yes,yes,LAL,,,,,,20.0,20.0
Kent,Swanley,yes,no,,XLR,2015,,,Re-opened in joint premises with Swanley Town Council 2015		,,
Kent,Swanley Library,no,yes,LAL,,,2015,Yes,Replaced old Swanley library,52.0,52.0
Kent,Temple Hill Library,yes,yes,LAL,,,,,,40.0,40.0
Kent,Tenterden Library,yes,yes,LAL,,,,,,49.5,49.5
Kent,Teynham Library,yes,yes,LAL,,,,,,15.0,15.0
Kent,Tonbridge Library,yes,yes,LAL,,,,,,55.0,55.0
Kent,Tonbridge North Library,yes,yes,LAL,,,,,,25.0,25.0
Kent,Tunbridge Wells Library,yes,yes,LAL,,,,,Refurbishment in 2013,61.0,61.0
Kent,Vigo Library,yes,yes,LAL,,,,,,8.0,8.0
Kent,West Kingsdown Library,yes,yes,LAL,,,,,,19.0,19.0
Kent,West Malling Library,yes,yes,LAL,,,,,,40.0,40.0
Kent,Westerham Library,yes,yes,LAL,,,,,,32.5,32.5
Kent,Westgate Library,yes,yes,LAL,,,,,,38.0,38.0
Kent,Whitstable Library,yes,yes,LAL,,,,,Refurbishment in 2014,59.0,59.0
Kent,Wood Avenue Library,yes,yes,LAL,,,,,,36.0,36.0
Kent,Wye Library,yes,yes,LAL,,,,,,19.0,19.0
Kent,Yalding Library,yes,yes,LAL,,,,,,12.5,12.5
Kingston upon Hull,Anlaby Park Library,yes,No,ICL,,,,,,0.0,0.0
Kingston upon Hull,Avenues Library,yes,yes,CL,,,,,,17.0,17.0
Kingston upon Hull,Bransholme Library,yes,yes,CL,,,,,,22.5,22.5
Kingston upon Hull,Fred Moore Library,yes,yes,CL,,,,,,21.0,21.0
Kingston upon Hull,Freedom Centre Library,yes,yes,CL,,,,,,59.0,59.0
Kingston upon Hull,Gipsyville Library,yes,yes,CL,,,,,,17.0,17.0
Kingston upon Hull,Greenwood Avenue Library,yes,yes,CL,,,,,,21.0,21.0
Kingston upon Hull,Holderness Road Customer Service Centre Library,yes,yes,CL,,,,,,20.0,20.0
Kingston upon Hull,Hull Central Library,yes,yes,CL,,,,,"Refurbishment of part of the building to create new Music Library, Exhibition Space, Reading Room and cafí©",41.0,41.0
Kingston upon Hull,Ings Library,yes,yes,CL,,,,,,21.5,21.5
Kingston upon Hull,KC Stadium,yes,No,,XL,2012,,,,,
Kingston upon Hull,Longhill Library,yes,no,,XLR,2016,,,Relocated in 2016,,
Kingston upon Hull,Longhill Library,no,yes,CL,,,2016,Yes,Replaced old Longhill library,17.0,17.0
Kingston upon Hull,Waudby Library,yes,no,,XLR,2013,,,Relocated in 2013,,
Kingston upon Hull,Waudby Library,no,yes,CL,,,2013,Yes,Replaced old Waudby library,17.0,17.0
Kingston upon Hull,Western Library,yes,yes,CL,,,,,Refurbishment in 2012,17.0,17.0
Kingston upon Thames,Hook and Chessington Library,yes,yes,LAL,,,,,,46.0,46.0
Kingston upon Thames,Kingston Library,yes,yes,LAL,,,,,,44.0,44.0
Kingston upon Thames,New Malden Library,yes,yes,LAL,,,,,,44.0,44.0
Kingston upon Thames,Old Malden Library,yes,yes,LAL,,,,,Temporary closure 2015 for refurbishment <Œ£50k,44.0,44.0
Kingston upon Thames,Surbiton Library,yes,yes,LAL,,,,,,44.0,44.0
Kingston upon Thames,Tolworth Community Library,yes,yes,LAL,,,,,,44.0,44.0
Kingston upon Thames,Tudor Drive Library,yes,yes,LAL,,,,,Temporary closure in 2012 and 2014 for refurbishment <Œ£50k,44.0,44.0
Kirklees,Almondbury Library,Yes,Yes,LAL,,,,,Planned shift to CRL+ status with reduced professional staff supported by volunteers - due by April 2017,24.5,24.5
Kirklees,Batley Library,Yes,Yes,LAL,,,,,,48.5,48.5
Kirklees,Birkby & Fartown Library,Yes,Yes,LAL,,,,,Planned shift to CRL+ status with reduced professional staff supported by volunteers - due by April 2017,25.0,25.0
Kirklees,Birstall Library,Yes,Yes,LAL,,,,,,45.5,45.5
Kirklees,Chestnut Centre Library,Yes,Yes,CL,,,,,,66.0,66.0
Kirklees,Cleckheaton Library,Yes,Yes,LAL,,,,,,51.0,51.0
Kirklees,Denby Dale Library,Yes,No,LAL,XLT,,,,"Denby Dale Library is temporarily closed - new premises are being built, due to open Autumn 2016. Planned shift to CRL+ status with reduced professional staff supported by volunteers - due by April 2017",,
Kirklees,Dewsbury Library,Yes,Yes,LAL,,,,,,52.5,52.5
Kirklees,Golcar Library,Yes,Yes,LAL,,,,,Planned shift to CRL+ status with reduced professional staff supported by volunteers - due by April 2017,24.0,24.0
Kirklees,The Greenwood Centre,Yes,Yes,LAL,,,,,Planned shift to CRL+ status with reduced professional staff supported by volunteers - due by April 2017,25.0,25.0
Kirklees,Heckmondwike Library,Yes,Yes,LAL,,,,,,45.0,45.0
Kirklees,Holmfirth Library,Yes,Yes,LAL,,,,,,51.0,51.0
Kirklees,Honley Library,Yes,Yes,LAL,,,,,Planned shift to CRL+ status with reduced professional staff supported by volunteers - due by April 2017,28.0,28.0
Kirklees,Huddersfield Library,Yes,Yes,LAL,,,,,,56.5,56.5
Kirklees,Kirkburton Library,Yes,Yes,LAL,,,,,Planned shift to CRL+ status with reduced professional staff supported by volunteers - due by April 2017,32.0,32.0
Kirklees,Kirkheaton Library,Yes,Yes,LAL,,,,,Planned shift to CRL+ status with reduced professional staff supported by volunteers - due by April 2017,15.0,15.0
